eventID,eventType,language,license,accessRights,samplingProtocol,rightsHolder,institutionCode,institutionID,modified,country,countryCode,geodeticDatum,parentEventID,verbatimLocality,lat,lon,decimalLatitude,decimalLongitude,minimumDepthInMeters,maximumDepthInMeters,sampleSizeValue,eventDate,year,month,day,samplingEffort,sampleSizeUnit,footprintWKT,eventRemarks
SOC-HOR-2023-7-4-m22,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-4,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-04,2023,7,4,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-4-m23,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-4,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-04,2023,7,4,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-4-m24,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-4,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-04,2023,7,4,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-4-m25,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-4,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-04,2023,7,4,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-4-m26,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-4,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-04,2023,7,4,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-4-m27,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-4,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-04,2023,7,4,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-4-m28,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-4,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-04,2023,7,4,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-4-m29,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-4,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-04,2023,7,4,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-4-m30,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-4,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-04,2023,7,4,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m3,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m4,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m5,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m6,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m7,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m8,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m9,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m10,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m11,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m12,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m13,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m14,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m15,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m16,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m17,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m18,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m19,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m20,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m21,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m22,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m23,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m24,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m25,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m26,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m27,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m28,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m29,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-6-m30,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-6,Horseshoe Bay,,,49.375655,-123.27313,0,2,8,2023-07-06,2023,7,6,8 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-8-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-8,Horseshoe Bay,,,49.375655,-123.27313,0,2,2,2023-07-08,2023,7,8,2 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-8-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-8,Horseshoe Bay,,,49.375655,-123.27313,0,2,2,2023-07-08,2023,7,8,2 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-8-m3,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-8,Horseshoe Bay,,,49.375655,-123.27313,0,2,2,2023-07-08,2023,7,8,2 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-8-m4,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-8,Horseshoe Bay,,,49.375655,-123.27313,0,2,2,2023-07-08,2023,7,8,2 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-8-m5,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-8,Horseshoe Bay,,,49.375655,-123.27313,0,2,2,2023-07-08,2023,7,8,2 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-8-m6,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-8,Horseshoe Bay,,,49.375655,-123.27313,0,2,2,2023-07-08,2023,7,8,2 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
SOC-HOR-2023-7-8-m7,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-HOR-2023-7-8,Horseshoe Bay,,,49.375655,-123.27313,0,2,2,2023-07-08,2023,7,8,2 hours of light trap fishing,hours,POINT  ( -123.27313   49.375655 ),Sunny. Hours fished were spread over 1 night.
