Site,Date,Time,Temperature_C
Heather Marina,2025-06-08,17:00:00,19.83
Heather Marina,2025-06-08,17:30:00,19.91
Heather Marina,2025-06-08,18:00:00,20.21
Heather Marina,2025-06-08,18:30:00,20.27
Heather Marina,2025-06-08,19:00:00,20.12
Heather Marina,2025-06-08,19:30:00,19.94
Heather Marina,2025-06-08,20:00:00,19.74
Heather Marina,2025-06-08,20:30:00,19.77
Heather Marina,2025-06-08,21:00:00,19.77
Heather Marina,2025-06-08,21:30:00,19.74
Heather Marina,2025-06-08,22:00:00,19.65
Heather Marina,2025-06-08,22:30:00,19.65
Heather Marina,2025-06-08,23:00:00,19.53
Heather Marina,2025-06-08,23:30:00,19.56
Heather Marina,2025-06-09,0:00:00,19.56
Heather Marina,2025-06-09,0:30:00,19.5
Heather Marina,2025-06-09,1:00:00,19.47
Heather Marina,2025-06-09,1:30:00,19.41
Heather Marina,2025-06-09,2:00:00,19.27
Heather Marina,2025-06-09,2:30:00,19.27
Heather Marina,2025-06-09,3:00:00,19.24
Heather Marina,2025-06-09,3:30:00,19.15
Heather Marina,2025-06-09,4:00:00,19.18
Heather Marina,2025-06-09,4:30:00,19.18
Heather Marina,2025-06-09,5:00:00,19.12
Heather Marina,2025-06-09,5:30:00,19.03
Heather Marina,2025-06-09,6:00:00,19.06
Heather Marina,2025-06-09,6:30:00,18.97
Heather Marina,2025-06-09,7:00:00,18.97
Heather Marina,2025-06-09,7:30:00,18.97
Heather Marina,2025-06-09,8:00:00,18.97
Heather Marina,2025-06-09,8:30:00,19
Heather Marina,2025-06-09,9:00:00,19.03
Heather Marina,2025-06-09,9:30:00,19.09
Heather Marina,2025-06-09,10:00:00,19.12
Heather Marina,2025-06-09,10:30:00,19.18
Heather Marina,2025-06-09,11:00:00,19.41
Heather Marina,2025-06-09,11:30:00,19.65
Heather Marina,2025-06-09,12:00:00,19.74
Heather Marina,2025-06-09,12:30:00,19.86
Heather Marina,2025-06-09,13:00:00,19.94
Heather Marina,2025-06-09,13:30:00,19.97
Heather Marina,2025-06-09,14:00:00,20.21
Heather Marina,2025-06-09,14:30:00,20.33
Heather Marina,2025-06-09,15:00:00,20.35
Heather Marina,2025-06-09,15:30:00,20.24
Heather Marina,2025-06-09,16:00:00,20.27
Heather Marina,2025-06-09,16:30:00,20.27
Heather Marina,2025-06-09,17:00:00,20.21
Heather Marina,2025-06-09,17:30:00,20.41
Heather Marina,2025-06-09,18:00:00,20.35
Heather Marina,2025-06-09,18:30:00,20.27
Heather Marina,2025-06-09,19:00:00,20.27
Heather Marina,2025-06-09,19:30:00,20.35
Heather Marina,2025-06-09,20:00:00,20.35
Heather Marina,2025-06-09,20:30:00,20.27
Heather Marina,2025-06-09,21:00:00,20.18
Heather Marina,2025-06-09,21:30:00,20.15
Heather Marina,2025-06-09,22:00:00,20.09
Heather Marina,2025-06-09,22:30:00,20.03
Heather Marina,2025-06-09,23:00:00,20
Heather Marina,2025-06-09,23:30:00,19.88
Heather Marina,2025-06-10,0:00:00,19.88
Heather Marina,2025-06-10,0:30:00,19.94
Heather Marina,2025-06-10,1:00:00,19.94
Heather Marina,2025-06-10,1:30:00,19.91
Heather Marina,2025-06-10,2:00:00,19.86
Heather Marina,2025-06-10,2:30:00,19.77
Heather Marina,2025-06-10,3:00:00,19.68
Heather Marina,2025-06-10,3:30:00,19.65
Heather Marina,2025-06-10,4:00:00,19.62
Heather Marina,2025-06-10,4:30:00,19.56
Heather Marina,2025-06-10,5:00:00,19.47
Heather Marina,2025-06-10,5:30:00,19.33
Heather Marina,2025-06-10,6:00:00,19.27
Heather Marina,2025-06-10,6:30:00,19.27
Heather Marina,2025-06-10,7:00:00,19.3
Heather Marina,2025-06-10,7:30:00,19.27
Heather Marina,2025-06-10,8:00:00,19.3
Heather Marina,2025-06-10,8:30:00,19.3
Heather Marina,2025-06-10,9:00:00,19.33
Heather Marina,2025-06-10,9:30:00,19.36
Heather Marina,2025-06-10,10:00:00,19.44
Heather Marina,2025-06-10,10:30:00,19.56
Heather Marina,2025-06-10,11:00:00,19.77
Heather Marina,2025-06-10,11:30:00,20
Heather Marina,2025-06-10,12:00:00,20.15
Heather Marina,2025-06-10,12:30:00,20.27
Heather Marina,2025-06-10,13:00:00,20.35
Heather Marina,2025-06-10,13:30:00,20.27
Heather Marina,2025-06-10,14:00:00,20.5
Heather Marina,2025-06-10,14:30:00,20.62
Heather Marina,2025-06-10,15:00:00,20.85
Heather Marina,2025-06-10,15:30:00,20.71
Heather Marina,2025-06-10,16:00:00,20.76
Heather Marina,2025-06-10,16:30:00,20.59
Heather Marina,2025-06-10,17:00:00,20.76
Heather Marina,2025-06-10,17:30:00,20.59
Heather Marina,2025-06-10,18:00:00,20.62
Heather Marina,2025-06-10,18:30:00,20.53
Heather Marina,2025-06-10,19:00:00,20.47
Heather Marina,2025-06-10,19:30:00,20.41
Heather Marina,2025-06-10,20:00:00,20.38
Heather Marina,2025-06-10,20:30:00,20.3
Heather Marina,2025-06-10,21:00:00,20.15
Heather Marina,2025-06-10,21:30:00,20.12
Heather Marina,2025-06-10,22:00:00,20.12
Heather Marina,2025-06-10,22:30:00,20.12
Heather Marina,2025-06-10,23:00:00,20.09
Heather Marina,2025-06-10,23:30:00,20.09
Heather Marina,2025-06-11,0:00:00,20.03
Heather Marina,2025-06-11,0:30:00,20.03
Heather Marina,2025-06-11,1:00:00,20
Heather Marina,2025-06-11,1:30:00,19.97
Heather Marina,2025-06-11,2:00:00,19.94
Heather Marina,2025-06-11,2:30:00,19.86
Heather Marina,2025-06-11,3:00:00,19.74
Heather Marina,2025-06-11,3:30:00,19.62
Heather Marina,2025-06-11,4:00:00,19.5
Heather Marina,2025-06-11,4:30:00,19.56
Heather Marina,2025-06-11,5:00:00,19.44
Heather Marina,2025-06-11,5:30:00,19.47
Heather Marina,2025-06-11,6:00:00,19.53
Heather Marina,2025-06-11,6:30:00,19.44
Heather Marina,2025-06-11,7:00:00,19.36
Heather Marina,2025-06-11,7:30:00,19.36
Heather Marina,2025-06-11,8:00:00,19.33
Heather Marina,2025-06-11,8:30:00,19.36
Heather Marina,2025-06-11,9:00:00,19.38
Heather Marina,2025-06-11,9:30:00,19.41
Heather Marina,2025-06-11,10:00:00,19.47
Heather Marina,2025-06-11,10:30:00,19.62
Heather Marina,2025-06-11,11:00:00,19.62
Heather Marina,2025-06-11,11:30:00,19.8
Heather Marina,2025-06-11,12:00:00,20
Heather Marina,2025-06-11,12:30:00,20.09
Heather Marina,2025-06-11,13:00:00,20.06
Heather Marina,2025-06-11,13:30:00,20.12
Heather Marina,2025-06-11,14:00:00,20.24
Heather Marina,2025-06-11,14:30:00,20.65
Heather Marina,2025-06-11,15:00:00,20.76
Heather Marina,2025-06-11,15:30:00,20.71
Heather Marina,2025-06-11,16:00:00,20.3
Heather Marina,2025-06-11,16:30:00,20.06
Heather Marina,2025-06-11,17:00:00,20.12
Heather Marina,2025-06-11,17:30:00,20.06
Heather Marina,2025-06-11,18:00:00,19.97
Heather Marina,2025-06-11,18:30:00,19.94
Heather Marina,2025-06-11,19:00:00,19.83
Heather Marina,2025-06-11,19:30:00,19.91
Heather Marina,2025-06-11,20:00:00,19.83
Heather Marina,2025-06-11,20:30:00,19.83
Heather Marina,2025-06-11,21:00:00,19.86
Heather Marina,2025-06-11,21:30:00,19.83
Heather Marina,2025-06-11,22:00:00,19.8
Heather Marina,2025-06-11,22:30:00,19.74
Heather Marina,2025-06-11,23:00:00,19.77
Heather Marina,2025-06-11,23:30:00,19.74
Heather Marina,2025-06-12,0:00:00,19.65
Heather Marina,2025-06-12,0:30:00,19.56
Heather Marina,2025-06-12,1:00:00,19.56
Heather Marina,2025-06-12,1:30:00,19.62
Heather Marina,2025-06-12,2:00:00,19.56
Heather Marina,2025-06-12,2:30:00,19.38
Heather Marina,2025-06-12,3:00:00,19.44
Heather Marina,2025-06-12,3:30:00,19.44
Heather Marina,2025-06-12,4:00:00,19.47
Heather Marina,2025-06-12,4:30:00,19.47
Heather Marina,2025-06-12,5:00:00,19.44
Heather Marina,2025-06-12,5:30:00,19.36
Heather Marina,2025-06-12,6:00:00,19.24
Heather Marina,2025-06-12,6:30:00,19.12
Heather Marina,2025-06-12,7:00:00,19.27
Heather Marina,2025-06-12,7:30:00,19.06
Heather Marina,2025-06-12,8:00:00,19
Heather Marina,2025-06-12,8:30:00,19
Heather Marina,2025-06-12,9:00:00,19.12
Heather Marina,2025-06-12,9:30:00,19.12
Heather Marina,2025-06-12,10:00:00,19.06
Heather Marina,2025-06-12,10:30:00,18.94
Heather Marina,2025-06-12,11:00:00,18.82
Heather Marina,2025-06-12,11:30:00,18.76
Heather Marina,2025-06-12,12:00:00,18.82
Heather Marina,2025-06-12,12:30:00,18.76
Heather Marina,2025-06-12,13:00:00,18.79
Heather Marina,2025-06-12,13:30:00,18.82
Heather Marina,2025-06-12,14:00:00,18.76
Heather Marina,2025-06-12,14:30:00,18.26
Heather Marina,2025-06-12,15:00:00,18.29
Heather Marina,2025-06-12,15:30:00,18.35
Heather Marina,2025-06-12,16:00:00,18.26
Heather Marina,2025-06-12,16:30:00,18.23
Heather Marina,2025-06-12,17:00:00,18.08
Heather Marina,2025-06-12,17:30:00,17.99
Heather Marina,2025-06-12,18:00:00,17.96
Heather Marina,2025-06-12,18:30:00,17.9
Heather Marina,2025-06-12,19:00:00,17.87
Heather Marina,2025-06-12,19:30:00,17.9
Heather Marina,2025-06-12,20:00:00,17.99
Heather Marina,2025-06-12,20:30:00,15.68
Heather Marina,2025-06-12,21:00:00,15.59
Heather Marina,2025-06-12,21:30:00,15.68
Heather Marina,2025-06-12,22:00:00,15.65
Heather Marina,2025-06-12,22:30:00,15.74
Heather Marina,2025-06-12,23:00:00,15.74
Heather Marina,2025-06-12,23:30:00,15.59
Heather Marina,2025-06-13,0:00:00,15.44
Heather Marina,2025-06-13,0:30:00,15.35
Heather Marina,2025-06-13,1:00:00,15.44
Heather Marina,2025-06-13,1:30:00,15.59
Heather Marina,2025-06-13,2:00:00,15.5
Heather Marina,2025-06-13,2:30:00,15.26
Heather Marina,2025-06-13,3:00:00,15.04
Heather Marina,2025-06-13,3:30:00,15.17
Heather Marina,2025-06-13,4:00:00,15.04
Heather Marina,2025-06-13,4:30:00,15.07
Heather Marina,2025-06-13,5:00:00,15.17
Heather Marina,2025-06-13,5:30:00,14.98
Heather Marina,2025-06-13,6:00:00,15.2
Heather Marina,2025-06-13,6:30:00,15.32
Heather Marina,2025-06-13,7:00:00,15.14
Heather Marina,2025-06-13,7:30:00,15.1
Heather Marina,2025-06-13,8:00:00,15.14
Heather Marina,2025-06-13,8:30:00,15.14
Heather Marina,2025-06-13,9:00:00,15.35
Heather Marina,2025-06-13,9:30:00,15.26
Heather Marina,2025-06-13,10:00:00,15.26
Heather Marina,2025-06-13,10:30:00,15.32
Heather Marina,2025-06-13,11:00:00,15.41
Heather Marina,2025-06-13,11:30:00,15.53
Heather Marina,2025-06-13,12:00:00,15.92
Heather Marina,2025-06-13,12:30:00,16.14
Heather Marina,2025-06-13,13:00:00,16.38
Heather Marina,2025-06-13,13:30:00,16.71
Heather Marina,2025-06-13,14:00:00,16.92
Heather Marina,2025-06-13,14:30:00,17.19
Heather Marina,2025-06-13,15:00:00,17.4
Heather Marina,2025-06-13,15:30:00,17.43
Heather Marina,2025-06-13,16:00:00,17.43
Heather Marina,2025-06-13,16:30:00,17.22
Heather Marina,2025-06-13,17:00:00,16.86
Heather Marina,2025-06-13,17:30:00,16.65
Heather Marina,2025-06-13,18:00:00,16.89
Heather Marina,2025-06-13,18:30:00,16.86
Heather Marina,2025-06-13,19:00:00,16.59
Heather Marina,2025-06-13,19:30:00,16.8
Heather Marina,2025-06-13,20:00:00,16.83
Heather Marina,2025-06-13,20:30:00,16.8
Heather Marina,2025-06-13,21:00:00,16.71
Heather Marina,2025-06-13,21:30:00,16.62
Heather Marina,2025-06-13,22:00:00,16.56
Heather Marina,2025-06-13,22:30:00,16.53
Heather Marina,2025-06-13,23:00:00,16.56
Heather Marina,2025-06-13,23:30:00,16.53
Heather Marina,2025-06-14,0:00:00,16.53
Heather Marina,2025-06-14,0:30:00,16.53
Heather Marina,2025-06-14,1:00:00,16.53
Heather Marina,2025-06-14,1:30:00,16.41
Heather Marina,2025-06-14,2:00:00,15.86
